Performing system checks...

System check identified no issues (0 silenced).
October 23, 2020 - 06:29:14
Django version 3.0.8, using settings 'backend.settings'
Starting development server at http://0.0.0.0:9898/
Quit the server with CONTROL-C.
[27/Oct/2020 01:52:08] "GET /api/histogram?run=RNN&tag=bidirectional%2Fbackward_lstm%2Fkernel_0&trainJobName=test HTTP/1.1" 200 9670
[27/Oct/2020 01:52:11] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fbackward_lstm_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 9640
[27/Oct/2020 01:52:13] "GET /api/histogram?run=RNN&tag=bidirectional%2Fbackward_lstm%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 10334
[27/Oct/2020 01:52:15] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fbackward_lstm_1%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 8375
[27/Oct/2020 01:52:17] "GET /api/histogram?run=RNN&tag=bidirectional%2Fforward_lstm%2Fbias_0&trainJobName=test HTTP/1.1" 200 4487
[27/Oct/2020 01:52:20] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fforward_lstm_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 4107
[27/Oct/2020 01:52:23] "GET /api/histogram?run=RNN&tag=bidirectional%2Fforward_lstm%2Fkernel_0&trainJobName=test HTTP/1.1" 200 9486
[27/Oct/2020 01:52:27] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fforward_lstm_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 9398
[27/Oct/2020 01:52:30] "GET /api/histogram?run=RNN&tag=bidirectional%2Fforward_lstm%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 10252
[27/Oct/2020 01:52:32] "GET /api/histogram?run=RNN&tag=bidirectional_1%2Fforward_lstm_1%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 8334
[27/Oct/2020 01:52:34] "GET /api/histogram?run=RNN&tag=dense%2Fbias_0&trainJobName=test HTTP/1.1" 200 3493
[27/Oct/2020 01:52:36] "GET /api/histogram?run=RNN&tag=dense_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 575
[27/Oct/2020 01:52:36] "GET /api/distribution?run=oneflow&tag=histogram&trainJobName=test HTTP/1.1" 200 1136
[27/Oct/2020 01:52:38] "GET /api/histogram?run=RNN&tag=dense%2Fkernel_0&trainJobName=test HTTP/1.1" 200 7411
[27/Oct/2020 01:52:40] "GET /api/distribution?run=step_5000&tag=dense%2Fbias_0&trainJobName=test HTTP/1.1" 200 237322
[27/Oct/2020 01:52:40] "GET /api/histogram?run=RNN&tag=dense_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 1961
[27/Oct/2020 01:52:43] "GET /api/histogram?run=RNN&tag=embedding%2Fembeddings_0&trainJobName=test HTTP/1.1" 200 15568
[27/Oct/2020 01:52:45] "GET /api/distribution?run=step_5000&tag=dense_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 303912
[27/Oct/2020 01:52:46] "GET /api/histogram?run=mnist&tag=layer1%2Factivations&trainJobName=test HTTP/1.1" 200 48299
[27/Oct/2020 01:52:50] "GET /api/histogram?run=mnist&tag=layer2%2Factivations&trainJobName=test HTTP/1.1" 200 51985
[27/Oct/2020 01:52:50] "GET /api/distribution?run=step_5000&tag=dense%2Fkernel_0&trainJobName=test HTTP/1.1" 200 412041
[27/Oct/2020 01:52:52] "GET /api/histogram?run=mnist&tag=layer1%2Fbiases%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 5145
[27/Oct/2020 01:52:54] "GET /api/histogram?run=mnist&tag=layer2%2Fbiases%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 3929
[27/Oct/2020 01:52:56] "GET /api/distribution?run=step_5000&tag=dense_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 273021
[27/Oct/2020 01:52:56] "GET /api/histogram?run=mnist&tag=layer1%2Flinear_compute%2Flinear&trainJobName=test HTTP/1.1" 200 105802
[27/Oct/2020 01:52:57] "GET /api/distribution?run=vgg&tag=conv1%2Factivations&trainJobName=test HTTP/1.1" 200 15178
[27/Oct/2020 01:52:59] "GET /api/histogram?run=mnist&tag=layer2%2Flinear_compute%2Flinear&trainJobName=test HTTP/1.1" 200 51993
[27/Oct/2020 01:53:00] "GET /api/distribution?run=vgg&tag=conv2%2Factivations&trainJobName=test HTTP/1.1" 200 15071
[27/Oct/2020 01:53:02] "GET /api/histogram?run=mnist&tag=layer1%2Fweights%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 116198
[27/Oct/2020 01:53:02] "GET /api/distribution?run=vgg&tag=conv3%2Factivations&trainJobName=test HTTP/1.1" 200 15099
[27/Oct/2020 01:53:05] "GET /api/histogram?run=mnist&tag=layer2%2Fweights%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 60050
[27/Oct/2020 01:53:05] "GET /api/distribution?run=vgg&tag=conv4%2Factivations&trainJobName=test HTTP/1.1" 200 15034
[27/Oct/2020 01:53:07] "GET /api/distribution?run=vgg&tag=conv5%2Factivations&trainJobName=test HTTP/1.1" 200 14983
[27/Oct/2020 01:53:08] "GET /api/distribution?run=vgg&tag=conv6%2Factivations&trainJobName=test HTTP/1.1" 200 15111
[27/Oct/2020 01:53:08] "GET /api/distribution?run=vgg&tag=conv7%2Factivations&trainJobName=test HTTP/1.1" 200 15075
[27/Oct/2020 01:53:09] "GET /api/distribution?run=vgg&tag=conv8%2Factivations&trainJobName=test HTTP/1.1" 200 15281
[27/Oct/2020 01:53:09] "GET /api/distribution?run=vgg&tag=conv9%2Factivations&trainJobName=test HTTP/1.1" 200 15388
[27/Oct/2020 01:53:09] "GET /api/distribution?run=vgg&tag=conv10%2Factivations&trainJobName=test HTTP/1.1" 200 15380
[27/Oct/2020 01:53:10] "GET /api/distribution?run=vgg&tag=conv11%2Factivations&trainJobName=test HTTP/1.1" 200 15467
[27/Oct/2020 01:53:10] "GET /api/distribution?run=vgg&tag=conv12%2Factivations&trainJobName=test HTTP/1.1" 200 15483
[27/Oct/2020 01:53:11] "GET /api/distribution?run=vgg&tag=conv13%2Factivations&trainJobName=test HTTP/1.1" 200 15425
[27/Oct/2020 01:53:11] "GET /api/distribution?run=vgg&tag=conv1%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16604
[27/Oct/2020 01:53:11] "GET /api/distribution?run=vgg&tag=conv2%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16471
[27/Oct/2020 01:53:12] "GET /api/distribution?run=vgg&tag=conv3%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16333
[27/Oct/2020 01:53:12] "GET /api/distribution?run=vgg&tag=conv4%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16295
[27/Oct/2020 01:53:12] "GET /api/distribution?run=vgg&tag=conv5%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16308
[27/Oct/2020 01:53:13] "GET /api/distribution?run=vgg&tag=conv6%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16345
[27/Oct/2020 01:53:13] "GET /api/distribution?run=vgg&tag=conv7%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16355
[27/Oct/2020 01:53:14] "GET /api/distribution?run=vgg&tag=conv8%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16243
[27/Oct/2020 01:53:15] "GET /api/distribution?run=vgg&tag=conv9%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16263
[27/Oct/2020 01:53:15] "GET /api/distribution?run=vgg&tag=conv10%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16254
[27/Oct/2020 01:53:15] "GET /api/distribution?run=vgg&tag=conv11%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16197
[27/Oct/2020 01:53:16] "GET /api/distribution?run=vgg&tag=conv12%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16238
[27/Oct/2020 01:53:16] "GET /api/distribution?run=vgg&tag=conv13%2Fbiases%2Fhistogram&trainJobName=test HTTP/1.1" 200 16234
[27/Oct/2020 01:53:17] "GET /api/distribution?run=vgg&tag=conv1%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 14532
[27/Oct/2020 01:53:24] "GET /api/distribution?run=vgg&tag=conv2%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 16639
[27/Oct/2020 01:53:25] "GET /api/distribution?run=vgg&tag=conv3%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 16563
[27/Oct/2020 01:53:25] "GET /api/distribution?run=vgg&tag=conv4%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 16541
[27/Oct/2020 01:53:26] "GET /api/distribution?run=vgg&tag=conv5%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 16582
[27/Oct/2020 01:53:26] "GET /api/distribution?run=vgg&tag=conv6%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 16662
[27/Oct/2020 01:53:27] "GET /api/distribution?run=vgg&tag=conv7%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 16579
[27/Oct/2020 01:53:28] "GET /api/distribution?run=vgg&tag=conv8%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 16650
[27/Oct/2020 01:53:28] "GET /api/distribution?run=vgg&tag=conv9%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 16739
[27/Oct/2020 01:53:51] "GET /api/distribution?run=vgg&tag=conv10%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 16922
[27/Oct/2020 01:53:51] "GET /api/distribution?run=vgg&tag=conv11%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 17008
[27/Oct/2020 01:53:52] "GET /api/distribution?run=vgg&tag=conv12%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 17145
[27/Oct/2020 01:53:53] "GET /api/distribution?run=vgg&tag=conv13%2Fweights%2Fhistogram&trainJobName=test HTTP/1.1" 200 17108
[27/Oct/2020 01:53:53] "GET /api/distribution?run=RNN&tag=bidirectional%2Fbackward_lstm%2Fbias_0&trainJobName=test HTTP/1.1" 200 1038
[27/Oct/2020 01:53:54] "GET /api/distribution?run=RNN&tag=bidirectional_1%2Fbackward_lstm_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 1148
[27/Oct/2020 01:53:54] "GET /api/distribution?run=RNN&tag=bidirectional%2Fbackward_lstm%2Fkernel_0&trainJobName=test HTTP/1.1" 200 1176
[27/Oct/2020 01:53:55] "GET /api/distribution?run=RNN&tag=bidirectional_1%2Fbackward_lstm_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 1165
[27/Oct/2020 01:53:55] "GET /api/distribution?run=RNN&tag=bidirectional%2Fbackward_lstm%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 1148
[27/Oct/2020 01:53:57] "GET /api/distribution?run=RNN&tag=bidirectional_1%2Fbackward_lstm_1%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 1160
[27/Oct/2020 01:53:58] "GET /api/distribution?run=RNN&tag=bidirectional%2Fforward_lstm%2Fbias_0&trainJobName=test HTTP/1.1" 200 1146
[27/Oct/2020 01:53:58] "GET /api/distribution?run=RNN&tag=bidirectional_1%2Fforward_lstm_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 1158
[27/Oct/2020 01:53:59] "GET /api/distribution?run=RNN&tag=bidirectional%2Fforward_lstm%2Fkernel_0&trainJobName=test HTTP/1.1" 200 1154
[27/Oct/2020 01:53:59] "GET /api/distribution?run=RNN&tag=bidirectional_1%2Fforward_lstm_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 1132
[27/Oct/2020 01:54:00] "GET /api/distribution?run=RNN&tag=bidirectional%2Fforward_lstm%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 1154
[27/Oct/2020 01:54:00] "GET /api/distribution?run=RNN&tag=bidirectional_1%2Fforward_lstm_1%2Frecurrent_kernel_0&trainJobName=test HTTP/1.1" 200 1129
[27/Oct/2020 01:54:00] "GET /api/distribution?run=RNN&tag=dense%2Fbias_0&trainJobName=test HTTP/1.1" 200 1115
[27/Oct/2020 01:54:01] "GET /api/distribution?run=RNN&tag=dense_1%2Fbias_0&trainJobName=test HTTP/1.1" 200 594
[27/Oct/2020 01:54:01] "GET /api/distribution?run=RNN&tag=dense%2Fkernel_0&trainJobName=test HTTP/1.1" 200 1120
[27/Oct/2020 01:54:02] "GET /api/distribution?run=RNN&tag=dense_1%2Fkernel_0&trainJobName=test HTTP/1.1" 200 776
[27/Oct/2020 01:54:02] "GET /api/distribution?run=RNN&tag=embedding%2Fembeddings_0&trainJobName=test HTTP/1.1" 200 1154
[27/Oct/2020 01:54:02] "GET /api/distribution?run=mnist&tag=layer1%2Factivations&trainJobName=test HTTP/1.1" 200 9093
[27/Oct/2020 01:54:03] "GET /api/distribution?run=mnist&tag=layer2%2Factivations&trainJobName=test HTTP/1.1" 200 10123
[27/Oct/2020 01:54:03] "GET /api/distribution?run=mnist&tag=layer1%2Fbiases%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 8416
[27/Oct/2020 01:54:04] "GET /api/distribution?run=mnist&tag=layer2%2Fbiases%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 9383
[27/Oct/2020 01:54:04] "GET /api/distribution?run=mnist&tag=layer1%2Flinear_compute%2Flinear&trainJobName=test HTTP/1.1" 200 10070
[27/Oct/2020 01:54:05] "GET /api/distribution?run=mnist&tag=layer2%2Flinear_compute%2Flinear&trainJobName=test HTTP/1.1" 200 10131
[27/Oct/2020 01:54:05] "GET /api/distribution?run=mnist&tag=layer1%2Fweights%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 9764
[27/Oct/2020 01:54:06] "GET /api/distribution?run=mnist&tag=layer2%2Fweights%2Fsummaries%2Fhistogram&trainJobName=test HTTP/1.1" 200 8673
[27/Oct/2020 02:09:12] "GET /api/projector?run=oneflow&tag=embedding_projector&trainJobName=test HTTP/1.1" 200 124
[27/Oct/2020 02:09:12] "GET /api/projector?run=.&tag=outputs&trainJobName=test HTTP/1.1" 200 226
[27/Oct/2020 02:09:12] "GET /api/projector?run=RNN&tag=dense_1&trainJobName=test HTTP/1.1" 200 147
[27/Oct/2020 02:09:12] "GET /api/projector_data?run=oneflow&tag=embedding_projector&step=1&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 404
[27/Oct/2020 02:09:45] "GET /api/projector_data?run=RNN&tag=dense_1&step=0&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 30299
[27/Oct/2020 02:09:47] "GET /api/projector_data?run=.&tag=outputs&step=0&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 30306
[27/Oct/2020 02:10:01] "GET /api/projector_sample?run=.&tag=outputs&index=448&trainJobName=test HTTP/1.1" 200 400
[27/Oct/2020 02:10:04] "GET /api/projector_data?run=.&tag=outputs&step=10&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 30374
[27/Oct/2020 02:10:04] "GET /api/projector_data?run=.&tag=outputs&step=50&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 30357
[27/Oct/2020 02:10:04] "GET /api/projector_data?run=.&tag=outputs&step=110&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 30403
[27/Oct/2020 02:10:04] "GET /api/projector_data?run=.&tag=outputs&step=180&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 30240
[27/Oct/2020 02:10:04] "GET /api/projector_data?run=.&tag=outputs&step=40&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 30372
[27/Oct/2020 02:10:04] "GET /api/projector_data?run=.&tag=outputs&step=41&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 14740
[27/Oct/2020 02:10:05] "GET /api/projector_data?run=.&tag=outputs&step=40&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 30380
[27/Oct/2020 02:10:09] "GET /api/projector_data?run=.&tag=outputs&step=41&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 14715
[27/Oct/2020 02:10:09] "GET /api/projector_data?run=.&tag=outputs&step=43&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 14254
[27/Oct/2020 02:10:09] "GET /api/projector_data?run=.&tag=outputs&step=45&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 14699
[27/Oct/2020 02:10:09] "GET /api/projector_data?run=.&tag=outputs&step=47&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 14548
[27/Oct/2020 02:10:09] "GET /api/projector_data?run=.&tag=outputs&step=49&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 14572
[27/Oct/2020 02:10:13] "GET /api/projector_data?run=.&tag=outputs&step=49&method=tsne&dims=3&trainJobName=test HTTP/1.1" 200 29381
[27/Oct/2020 02:12:55] "GET /api/projector_data?run=.&tag=outputs&step=49&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 14528
[27/Oct/2020 02:13:49] "GET /api/projector_data?run=.&tag=outputs&step=49&method=pca&dims=2&trainJobName=test HTTP/1.1" 200 10005
[27/Oct/2020 02:13:52] "GET /api/projector_data?run=.&tag=outputs&step=49&method=tsne&dims=2&trainJobName=test HTTP/1.1" 200 20162
[27/Oct/2020 02:14:47] "GET /api/projector?run=oneflow&tag=embedding_projector&trainJobName=test HTTP/1.1" 200 124
[27/Oct/2020 02:14:47] "GET /api/projector?run=.&tag=outputs&trainJobName=test HTTP/1.1" 200 226
[27/Oct/2020 02:14:47] "GET /api/projector?run=RNN&tag=dense_1&trainJobName=test HTTP/1.1" 200 147
[27/Oct/2020 02:14:50] "GET /api/projector_data?run=.&tag=outputs&step=49&method=tsne&dims=8&trainJobName=test HTTP/1.1" 200 76313
[27/Oct/2020 02:15:30] "GET /api/projector_data?run=.&tag=outputs&step=49&method=tsne&dims=8&trainJobName=test HTTP/1.1" 200 76313
[27/Oct/2020 02:16:00] "GET /api/projector_data?run=.&tag=outputs&step=40&method=tsne&dims=8&trainJobName=test HTTP/1.1" 200 77228
[27/Oct/2020 02:17:04] "GET /api/projector_sample?run=.&tag=outputs&index=959&trainJobName=test HTTP/1.1" 200 88
[27/Oct/2020 02:17:07] "GET /api/projector_sample?run=.&tag=outputs&index=989&trainJobName=test HTTP/1.1" 200 88
[27/Oct/2020 02:17:09] "GET / HTTP/1.1" 200 707
[27/Oct/2020 02:17:12] "GET /static/img/log.ico HTTP/1.1" 200 4286
[27/Oct/2020 02:17:17] "GET /api/init?id=test&trainJobName=test HTTP/1.1" 200 64
[27/Oct/2020 02:17:17] "GET /api/getCategory?trainJobName=test HTTP/1.1" 200 1314
[27/Oct/2020 02:17:17] "GET /api/projector?run=oneflow&tag=embedding_projector&trainJobName=test HTTP/1.1" 200 124
[27/Oct/2020 02:17:17] "GET /api/projector?run=.&tag=outputs&trainJobName=test HTTP/1.1" 200 226
[27/Oct/2020 02:17:18] "GET /api/projector?run=RNN&tag=dense_1&trainJobName=test HTTP/1.1" 200 147
[27/Oct/2020 02:17:18] "GET /api/projector_data?run=oneflow&tag=embedding_projector&step=1&method=pca&dims=3&trainJobName=test HTTP/1.1" 200 404
[27/Oct/2020 02:17:24] "GET /api/hyperparm?run=oneflow&trainJobName=test HTTP/1.1" 200 258
[27/Oct/2020 02:18:18] "GET /api/hyperparm?run=hparams&trainJobName=test HTTP/1.1" 200 614
[27/Oct/2020 02:19:57] "GET /api/exception?run=oneflow&tag=tag1&trainJobName=test HTTP/1.1" 200 199
[27/Oct/2020 02:19:57] "GET /api/exception?run=mnist&tag=layer1%2Fbiases%2FVariable:0&trainJobName=test HTTP/1.1" 200 2471
[27/Oct/2020 02:19:57] "GET /api/exception?run=mnist&tag=layer2%2Fbiases%2FVariable:0&trainJobName=test HTTP/1.1" 200 1972
[27/Oct/2020 02:19:57] "GET /api/exception?run=mnist&tag=layer1%2Fweights%2FVariable:0&trainJobName=test HTTP/1.1" 200 2313
[27/Oct/2020 02:19:57] "GET /api/exception?run=mnist&tag=layer2%2Fweights%2FVariable:0&trainJobName=test HTTP/1.1" 200 2459
[27/Oct/2020 02:19:57] "GET /api/exception_data?run=oneflow&tag=tag1&step=10&trainJobName=test HTTP/1.1" 200 1058
[27/Oct/2020 02:19:57] "GET /api/exception_hist?run=oneflow&tag=tag1&step=10&trainJobName=test HTTP/1.1" 200 904
[27/Oct/2020 02:19:57] "GET /api/exception_data?run=mnist&tag=layer1%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 5117
[27/Oct/2020 02:19:57] "GET /api/exception_hist?run=mnist&tag=layer1%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 1701
[27/Oct/2020 02:19:57] "GET /api/exception_data?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 207
[27/Oct/2020 02:19:58] "GET /api/exception_hist?run=mnist&tag=layer2%2Fbiases%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 611
[27/Oct/2020 02:19:58] "GET /api/exception_data?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 368727
[27/Oct/2020 02:19:58] "GET /api/exception_hist?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 7811
[27/Oct/2020 02:19:58] "GET /api/exception_data?run=mnist&tag=layer2%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 48677
[27/Oct/2020 02:19:58] "GET /api/exception_hist?run=mnist&tag=layer2%2Fweights%2FVariable:0&step=0&trainJobName=test HTTP/1.1" 200 3205
[27/Oct/2020 02:20:43] "GET /api/exception_data?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=40&index=3&trainJobName=test HTTP/1.1" 200 373646
[27/Oct/2020 02:20:43] "GET /api/exception_hist?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=40&index=3&trainJobName=test HTTP/1.1" 200 7173
[27/Oct/2020 02:20:54] "GET /api/exception_box?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=60&down=-0.00029002827795920894&up=0.0002830078956321813&trainJobName=test HTTP/1.1" 200 120414
[27/Oct/2020 02:20:54] "GET /api/exception_data?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=60&index=3&trainJobName=test HTTP/1.1" 200 373513
[27/Oct/2020 02:20:56] "GET /api/exception_hist?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=60&index=3&trainJobName=test HTTP/1.1" 200 7256
[27/Oct/2020 02:21:13] "GET /api/exception_box?run=mnist&tag=layer1%2Fweights%2FVariable:0&step=60&down=-0.001489329528808594&up=0.0014823091464815665&trainJobName=test HTTP/1.1" 200 9839
[27/Oct/2020 02:33:54] "GET /api/scalar?run=oneflow&tag=scalar&trainJobName=test HTTP/1.1" 200 196
[27/Oct/2020 02:34:25] "GET /api/scalar?run=mnist&tag=layer1%2Fbiases%2Fsummaries%2Fmax&trainJobName=test HTTP/1.1" 200 2042
[27/Oct/2020 02:34:25] "GET /api/scalar?run=mnist&tag=layer1%2Fbiases%2Fsummaries%2Fmean&trainJobName=test HTTP/1.1" 200 1999
[27/Oct/2020 02:34:25] "GET /api/scalar?run=mnist&tag=layer1%2Fbiases%2Fsummaries%2Fmin&trainJobName=test HTTP/1.1" 200 2060
[27/Oct/2020 02:34:25] "GET /api/scalar?run=mnist&tag=layer1%2Fbiases%2Fsummaries%2Fstddev_1&trainJobName=test HTTP/1.1" 200 2102
[27/Oct/2020 02:34:25] "GET /api/scalar?run=mnist&tag=layer1%2Fweights%2Fsummaries%2Fmax&trainJobName=test HTTP/1.1" 200 2074
[27/Oct/2020 02:34:26] "GET /api/scalar?run=mnist&tag=layer1%2Fweights%2Fsummaries%2Fmean&trainJobName=test HTTP/1.1" 200 2152
[27/Oct/2020 02:34:26] "GET /api/scalar?run=mnist&tag=layer1%2Fweights%2Fsummaries%2Fmin&trainJobName=test HTTP/1.1" 200 2065
[27/Oct/2020 02:34:26] "GET /api/scalar?run=mnist&tag=layer1%2Fweights%2Fsummaries%2Fstddev_1&trainJobName=test HTTP/1.1" 200 1992
[27/Oct/2020 02:34:35] "GET /api/text?run=oneflow&tag=text&trainJobName=test HTTP/1.1" 200 146
[27/Oct/2020 02:34:35] "GET /api/text?run=train&tag=input%2Fword_1&trainJobName=test HTTP/1.1" 200 541
[27/Oct/2020 02:34:35] "GET /api/text?run=train&tag=input%2Fword_2&trainJobName=test HTTP/1.1" 200 297
[27/Oct/2020 02:34:36] "GET /api/image?run=oneflow&tag=image0&trainJobName=test HTTP/1.1" 200 122
[27/Oct/2020 02:34:37] "GET /api/image?run=oneflow&tag=image1&trainJobName=test HTTP/1.1" 200 122
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=1&run=oneflow&tag=image0&trainJobName=test HTTP/1.1" 200 452678
[27/Oct/2020 02:34:37] "GET /api/image?run=oneflow&tag=image2&trainJobName=test HTTP/1.1" 200 122
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=1&run=oneflow&tag=image1&trainJobName=test HTTP/1.1" 200 437572
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=1&run=oneflow&tag=image2&trainJobName=test HTTP/1.1" 200 219
[27/Oct/2020 02:34:37] "GET /api/image?run=vgg&tag=input%2Fimage%2F0&trainJobName=test HTTP/1.1" 200 1867
[27/Oct/2020 02:34:37] "GET /api/image?run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 1867
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F0&trainJobName=test HTTP/1.1" 200 2550
[27/Oct/2020 02:34:37] "GET /api/image?run=vgg&tag=input%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 1867
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F1&trainJobName=test HTTP/1.1" 200 1985
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F2&trainJobName=test HTTP/1.1" 200 2143
[27/Oct/2020 02:34:37] "GET /api/image?run=vgg&tag=input%2Fimage%2F3&trainJobName=test HTTP/1.1" 200 1867
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F3&trainJobName=test HTTP/1.1" 200 1995
[27/Oct/2020 02:34:37] "GET /api/image?run=vgg&tag=input%2Fimage%2F4&trainJobName=test HTTP/1.1" 200 1867
[27/Oct/2020 02:34:37] "GET /api/image?run=vgg&tag=input%2Fimage%2F5&trainJobName=test HTTP/1.1" 200 1867
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F4&trainJobName=test HTTP/1.1" 200 2245
[27/Oct/2020 02:34:37] "GET /api/image?run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1867
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F5&trainJobName=test HTTP/1.1" 200 2014
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F6&trainJobName=test HTTP/1.1" 200 1722
[27/Oct/2020 02:34:37] "GET /api/image?run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 1867
[27/Oct/2020 02:34:37] "GET /api/image?run=vgg&tag=input%2Fimage%2F8&trainJobName=test HTTP/1.1" 200 1867
[27/Oct/2020 02:34:37] "GET /api/image_raw?step=200&run=vgg&tag=input%2Fimage%2F7&trainJobName=test HTTP/1.1" 200 2253
